TOTAL_312205,"Stockings, panty hose, socks, sports socks, tights (Total)",vatable
TOTAL_312206,"Raincoats, jackets, sweater, capes (Total)",vatable
TOTAL_312207,"Track suits, swimwear, jogging suits, sweatshirts, leotards (Total)",vatable
TOTAL_312209,"Other garments for women (Duster, pajamas, etc.) ____________ (Total)",vatable
TOTAL_312301,Dress (Total),vatable
TOTAL_312302,Briefs and panties (Total),vatable
TOTAL_312303,"Shirt, tie-side shirt, sweatshirt, sando (Total)",vatable
TOTAL_312304,"Pants, shorts, skirts, pajamas (Total)",vatable
TOTAL_312305,Cloth diaper (lampin) (Total),vatable
TOTAL_312309,"Other garments for infants, n.e.c _________ (Total)",vatable
TOTAL_312400,School uniforms (Total),vatable
TOTAL_313101,"Ties, handkerchiefs, shawls, scarves, cravats, working gloves and belts including those made of leather (Total)",vatable
TOTAL_313102,Veil (Total),vatable
TOTAL_313103,Malong (Total),vatable
TOTAL_313104,"Hat, caps, berret and bonnets (Total)",vatable
TOTAL_313105,"Braces, aprons, smocks, bibs, sleeve protectors (Total)",vatable
TOTAL_313109,"Others, specify (suspenders, etc.) _____________ (Total)",vatable
TOTAL_313210,"Sewing threads (e.g. cotton sewing thread, sewing thread of human-made filaments, and others, n.e.c.) (Total)",vatable
TOTAL_313220,"Accessories for making clothing (e.g buttons, zipper, hook, snap fastener/automatic buttons, garter, buckles, ribbons, laces and others, n.e.c.) (Total)",vatable
TOTAL_314101,Dry cleaning services (including fur product cleaning services) (Total),vatable
TOTAL_314102,"Laundering (washing, cleaning and ironing services of textile clothes and apparel for collectivities and enterprises) (Total)",vatable
TOTAL_314109,"Other cleaning of clothing services (e.g. Dyeing of garments and coloring services, etc.) ________ (Total)",vatable
TOTAL_314200,"Repair, tailoring and rental of clothing (e.g. darning, mending, repair and altering of garments, and rental of garments) (Total)",vatable
TOTAL_321111,Men's shoes (Total),vatable
TOTAL_321112,Men's slippers (Total),vatable
TOTAL_321113,"Men's sports footwear suitable for everyday or leisure wear (shoes for jogging, cross training, tennis, basketball, etc.) (Total)",vatable
TOTAL_321119,"Other footwear and parts for men, n.e.c. (e.g., sandals, boots, soles, heels, shoelaces, etc.) ________ (Total)",vatable
TOTAL_321211,Women's shoes (Total),vatable
TOTAL_321212,Women's slippers (Total),vatable
TOTAL_321213,"Women's sports footwear suitable for everyday or leisure wear (e.g., shoes for jogging, cross training, tennis, basketball, etc.) (Total)",vatable
TOTAL_321219,"Other footwear and parts for women, n.e.c. (e.g. sandals,step-in, boots, soles, heels, shoelaces, etc.) __________ (Total)",vatable
TOTAL_321311,Infants shoes (Total),vatable
TOTAL_321312,Infants slippers (Total),vatable
TOTAL_321313,Infants rubber shoes (Total),vatable
TOTAL_321319,"Other footwear for infants, n.e.c. ____________ (Total)",vatable
TOTAL_321321,Children's shoes (Total),vatable
TOTAL_321322,Children's slippers (Total),vatable
TOTAL_321323,Children's sports shoes (Total),vatable
TOTAL_321329,"Other footwear for children, n.e.c. __________ (Total)",vatable
TOTAL_321330,"Parts of footwear for infants and children (e.g. heels, soles, shoelaces, gaiters, etc.) _____________ (Total)",vatable
TOTAL_322000,"Cleaning, repair, dying/coloring, and rental of footwear (Total)",vatable
TOTAL_411011,Rentals actually paid by tenants or subtenants occupying unfurnished premises as their main residence (Total),exempt
TOTAL_411012,Rentals actually paid by tenants or subtenants occupying furnished premises as their main residence (Total),exempt
TOTAL_411020,Payments by households occupying a room in a hotel or boarding house as their main residence. (Total),exempt
TOTAL_411090,"Other actual rentals paid by tenants for main residence, n.e.c. (Total)",exempt
TOTAL_412100,Actual rentals paid by tenants for secondary residences (Total),exempt
TOTAL_412200,"Garage rentals and other rentals paid by tenants (e.g. parking lot in connection with the dwelling as main residence and other garage rentals, n.e.c.) (Total)",exempt
TOTAL_421000,Imputed rentals of owner-occupiers for main residence (Own or owner-like possession) (Total),exempt
TOTAL_422000,"Other imputed rentals (e.g. Imputed rentals for secondary residences, garage in connection with the dwelling, and storage units) (Total)",exempt
TOTAL_431111,Paints and varnishes (Total),vatable
TOTAL_431112,"Wallpaper, wall paper pastes and fabric wall covering (Total)",vatable
TOTAL_431113,Plaster (Total),vatable
TOTAL_431114,Cement (Total),vatable
TOTAL_431115,Renderings and putty (Total),vatable
TOTAL_431116,Window panes (Total),vatable
TOTAL_431119,"Other products and materials for the maintenance and repair, n.e.c._________ (Total)",vatable
TOTAL_431120,"Small plumbing items (e.g., pipes, taps, joints, etc.), surfacing materials (e.g., floorboards, ceramic tiles, etc.) and brushes and scrapers for paint, varnish and wallpaper (Total)",vatable
TOTAL_431130,Fitted carpets and linoleum (Total),vatable
TOTAL_431140,"Door fittings, power sockets, wiring flex (Total)",vatable
TOTAL_431200,"Security equipment (e.g., smoke detector, security alarms, security/surveillance cameras, door phones for dwellings, and fire extinguishers) (Total)",vatable
TOTAL_432000,"Services for the maintenance, repair and security of the dwelling (e.g. services of plumbers, electricians, guard services, carpenters, locksmith, etc.) (Total)",vatable
TOTAL_441000,Water supply (Total),exempt
TOTAL_444000,"Other services relating to the dwelling (e.g., maintenance charges, association fees, etc.) (Total)",exempt
TOTAL_451000,Electricity (Total),vatable
TOTAL_452200,"LPG, butane, propane, etc. (Total)",vatable
TOTAL_453000,Kerosene (Total),vatable
TOTAL_454100,"Coal, coal briquettes and peat (Total)",vatable
TOTAL_454200,"Wood fuel and sawdust (including pellets and briquettes, logs, twigs, etc.) (Total)",vatable
TOTAL_454300,Charcoal (Total),vatable
TOTAL_454920,Other briquettes (Total),vatable
TOTAL_454990,"Other biomass, n.e.c., (e.g., waste from agricultural production such as wheat and nutshells, and dry animal dung) (Total)",vatable
TOTAL_454900,"Other fuels, n.e.c. ______________ (Total)",vatable
TOTAL_511300,"Lighting equipment (e.g. ceiling lights, standard lamps, globe lights, etc.) (Total)",vatable
TOTAL_511401,Loose carpets and rugs (Total),vatable
TOTAL_511402,Floor mats (Total),vatable
TOTAL_511403,"Clocks (wall clocks, alarm clocks, etc.) (Total)",vatable
TOTAL_511404,"Pictures, sculptures, engravings, tapestries and other art objects including reproductions of works of art and other ornaments (Total)",vatable
TOTAL_511406,"Screens, folding partitions and non-textile blinds (Total)",vatable
TOTAL_511407,"Mirrors, candle-holders or candlesticks (Total)",vatable
TOTAL_511409,"Other furnishings, n.e.c. ___________ (Total)",vatable
TOTAL_511405,Statuettes and other decorative articles of porcelain and crystal glass (Total),vatable
TOTAL_511408,Leather and fur for upholstery and room decorating (Total),vatable
TOTAL_512000,"Repair, installation and hire of furniture, furnishings and loose carpets (Total)",vatable
TOTAL_521100,"Furnishing fabrics and curtains (e.g., door curtains, curtain materials, awnings and fabric blinds, etc.) (Total)",vatable
TOTAL_521200,"Bed linen and bedding (e.g., bed sheet, pillow case, blanket, comforter, mosquito nets, futons, bolster, hammocks, etc.) (Total)",vatable
TOTAL_521300,"Table linen and bathroom linen (e.g., tablecloth, table napkin, bath towel, face/hand towel, table cover, etc.) (Total)",vatable
TOTAL_521900,"Other household textiles, n.e.c. (e.g., shopping bag, laundry bag, shoe bag, bathroom mat, doormat, fillers for pillow, pot holder, etc.) (Total)",vatable
TOTAL_522000,"Repair, hire and sewing services of household textiles (Total)",vatable
TOTAL_532120,"Small non-electric appliances for cooking and processing of food (e.g., puree maker, mincer, household scale, can-opener, spice grinder, etc.) (Total)",vatable
TOTAL_532220,"Small non-electric appliances for preparing beverages (e.g., coffee grinder, juice extractor, soda and sparkling water maker, etc.) (Total)",vatable
TOTAL_532920,"Other non-electric small household appliances (e.g., ironing board, etc.) (Total)",vatable
TOTAL_533000,"Repair, installation and hire of small and major household appliances (electric and non-electric) (Total)",vatable
TOTAL_540000,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS, and Repair (Total)",vatable
TOTAL_552100,Non-motorized hand tools and garden tools (Total),vatable
TOTAL_552200,"Miscellaneous accessories (e.g., Fittings for radiators and fireplaces, metal articles for the house or for the garden, small electric accessories) (Total)",vatable
TOTAL_553000,Repair and hire of non-motorized and motorized tools and equipment (Total),vatable
TOTAL_561111,"Laundry/detergent soap, powder and liquid (Total)",vatable
TOTAL_561112,Dishwashing powder/liquid soap (Total),vatable
TOTAL_561119,"Other cleaning and maintenance products, n.e.c. ____________ (Total)",vatable
TOTAL_561113,Scouring powder/cleanser (Total),vatable
TOTAL_561114,"Disinfectants, bleaches, softeners, fabric conditioner and stain remover (Total)",vatable
TOTAL_561115,"General purposes cleanser, window cleaning products and unblocking agents (Total)",vatable
TOTAL_561116,Floorwax and floor-polishes (Total),vatable
TOTAL_561117,Shoe polishes and creams (Total),vatable
TOTAL_561120,"Articles of cleaning (e.g., broom, dustpan, duster, shoe brush, floor mop, floor rug, dish brush, household sponge, steel wool, scourer, etc.) (Total)",vatable
TOTAL_561900,"Other non-durable household goods (e.g., insecticide, filter, kitchen paper, disposable plates/cups/cutlery, aluminum foil, plastic wrap, plastic bag, garbage bag, match, candle, clothes peg and hanger, nail, screw, sewing needle, pail, etc.) (Total)",vatable
TOTAL_562101,Maid (Total),exempt
TOTAL_562102,Baby sitter or nanny (Total),exempt
TOTAL_562104,Cook (Total),exempt
TOTAL_562105,Driver (Total),exempt
TOTAL_562107,Gardener (Total),exempt
TOTAL_562109,"Other domestic services by paid staff, n.e.c. (e.g., launderer, etc.) __________ (Total)",exempt
TOTAL_562103,Secretary (Total),exempt
TOTAL_562106,Butler (Total),exempt
TOTAL_562900,"Other household services (e.g., Dry-cleaning, laundering and dyeing of household linen and textiles, pest extermination, disinfection, etc.) (Total)",vatable
TOTAL_611121,"Infections (antibiotics such as amoxicillin, erythromycin and ciprofloxacin) and infestations (e.g., Metronidazole and Tinidazole) (Total)",vatable
TOTAL_611122,"Hypertensive and cardiovascular diseases (e.g., Losartan, Clopidogrel, Valsartan) (Total)",exempt
TOTAL_611123,"Pain relief and consciousness such as analgesic, immunology such as anesthetics, and immunosuppresants (e.g., ibuprofen, naproxen, paracetamol) (Total)",vatable
TOTAL_611124,"Allergies and respiratory diseases (e.g., Antihistamine, Cetirizine, loratadine ) (Total)",vatable
TOTAL_611125,"Endocrine diseases and disorders (e.g., medicines for diabetes, thyroid, Osteoporosis, etc.) (Total)",exempt
TOTAL_611126,Pharmaceutical products to treat mental health illnesses and well-being (Total),exempt
TOTAL_611129,"Other pharmaceutical products to treat illnesses, diseases and injuries, n.e.c. (Total)",vatable
TOTAL_611131,COVID-19 vaccines (Total),exempt
TOTAL_611132,Other vaccines (Total),vatable
TOTAL_611139,"Other pharmaceutical products to prevent, diagnose or treat illnesses and diseases, n.e.c. (Total)",vatable
TOTAL_611133,Hormones (Total),vatable
TOTAL_611134,Oral contraceptives (Total),vatable
TOTAL_611135,"Injectible contraceptives and other contraceptives, except contraceptive devices (Total)",vatable
TOTAL_611140,Vitamins and minerals (Total),vatable
TOTAL_611150,"Alcohol for external use, fluids required for dialysis, and gases used in health care, such as oxygen, when the patient purchases them directly. (Total)",vatable
TOTAL_611160,Service fees to dispense medicines charged by the pharmacists (Total),vatable
TOTAL_611190,Other pharmaceutical products or articles for medical or surgical purposes (Total),vatable
TOTAL_611200,Herbal medicines and homeopathic products (Total),vatable
TOTAL_612101,Pregnancy test kit (Total),vatable
TOTAL_612102,Thermometer (Total),vatable
TOTAL_612103,Glucose meters (Total),vatable
TOTAL_612104,Blood pressure meters (Total),vatable
TOTAL_612105,Baby scales (Total),vatable
TOTAL_612109,"Other medical diagnostic products, n.e.c. (Total)",vatable
TOTAL_612201,Face Masks (Total),vatable
TOTAL_612202,Face shields (Total),vatable
TOTAL_612203,Medicinal stockings (e.g. compression stockings) (Total),vatable
TOTAL_612204,Medicinal gloves (Total),vatable
TOTAL_612205,Protective gowns and aprones (Total),vatable
TOTAL_612206,Insecticide treated mosquito nets (Total),vatable
TOTAL_612207,Mechanical contraceptive devices such as condoms (Total),vatable
TOTAL_612209,"Other prevention and protective devices, n.e.c. (Total)",vatable
TOTAL_612301,Inhalers (Total),vatable
TOTAL_612302,Syringes (Total),vatable
TOTAL_612303,Humidifiers (Total),vatable
TOTAL_612304,Nebulizers (Total),vatable
TOTAL_612305,"Hot bags, ice packs (Total)",vatable
TOTAL_612306,"First aid kits, bandages (Total)",vatable
TOTAL_612309,"Other treatment devices for personal use, n.e.c. (Total)",vatable
TOTAL_613100,"Vision (e.g., Corrective eye glasses, contact lenses, etc.) (Total)",vatable
TOTAL_613200,"Hearing and communication (e.g., digital hearing aids, etc.) (Total)",vatable
TOTAL_613300,"Mobility and daily living (e.g., Therapeutic footwear, orthoses, prostheses, crutches, wheelchairs, adult diapers, etc.) (Total)",vatable
TOTAL_614000,"Repair, rental and maintenance of medical and assistive products (Total)",vatable
TOTAL_621110,Public immunization services (Total),exempt
TOTAL_621120,Private immunization services (Total),exempt
TOTAL_621911,Covid-19 testing services (Total),exempt
TOTAL_621919,"Other public preventive services, n.e.c. (Total)",exempt
TOTAL_621921,Covid-19 testing services (Total),exempt
TOTAL_621929,"Other private preventive services, n.e.c. (Total)",exempt
TOTAL_622110,Public dental preventive services (Total),exempt
TOTAL_622120,Private dental preventive services (Total),vatable
TOTAL_622910,Other Public dental preventive services (Total),exempt
TOTAL_622920,Other Private dental preventive services (Total),vatable
TOTAL_623111,Online consultation fees of public telehealth services (Total),exempt
TOTAL_623112,Public curative and rehabilitative services provided in any setting except online consultation (Total),exempt
TOTAL_623121,Online consultation fees of private telehealth services (Total),vatable
TOTAL_623122,Private curative and rehabilitative services provided in any setting except online consultation (Total),vatable
TOTAL_623210,Public long-term care services (Total),exempt
TOTAL_623220,Private long-term care services (Total),exempt
TOTAL_631010,Public inpatient curative and rehabilitative services (Total),exempt
TOTAL_631020,Private inpatient curative and rehabilitative services (Total),exempt
TOTAL_632010,Public inpatient long-term care services service (Total),exempt
TOTAL_632020,Private inpatient long-term care services services (Total),exempt
TOTAL_641010,Services of medical analysis laboratories (urine/blood tests) (Total),exempt
TOTAL_641020,"Diagnostic imaging services (CT, MRI, sonography, x-ray, etc.) (Total)",exempt
TOTAL_642010,Ambulance services for individuals with or without emergency rescue (Total),vatable
TOTAL_642020,Individual's transportation by airplane and vehicles (Total),vatable
TOTAL_642030,Memberships for emergency transport services (Total),vatable
TOTAL_721100,"Tires (e.g., new and used/retreaded tires, inner tubes) (Total)",vatable
TOTAL_721200,"Parts for personal transport equipment (e.g., spark plugs, rims, batteries, fun belts, shock absorber, etc.) (Total)",vatable
TOTAL_721330,Crash helmets for motorcycles and bicycles (Total),vatable
TOTAL_721350,Dash cameras (Total),vatable
TOTAL_721390,Other accessories for personal transport __________ (Total),vatable
TOTAL_721310,GPS (satellite positioning) equipment (Total),vatable
TOTAL_721320,"Roof racks, cargo roof boxes (Total)",vatable
TOTAL_721340,"Baby and child seats for cars, motorcycles and bicycles (Total)",vatable
TOTAL_721360,Fire extinguishers for transport equipment (Total),vatable
TOTAL_721370,"Cleaning and maintenance products (paint, chrome cleaner, sealing compound, bodywork polish, car covers) (Total)",vatable
TOTAL_722100,Diesel (Total),vatable
TOTAL_722200,Gasoline (Petrol) (Total),vatable
TOTAL_722311,Liquid petroleum gas (LPG) (Total),vatable
TOTAL_722312,"Natural gas (CNG, LNG) (Total)",vatable
TOTAL_722313,"Biofuels (ethanol, methanol) (Total)",vatable
TOTAL_722320,Electricity (Total),vatable
TOTAL_722300,"Other fuels for personal transport equipment, n.e.c. ________ (Total)",vatable
TOTAL_722314,Methane and two-stroke mixtures (Total),vatable
TOTAL_722330,Hydrogen (Total),vatable
TOTAL_722400,Lubricants (Total),vatable
TOTAL_723030,Change oil (Total),vatable
TOTAL_723050,"Car wash, car detailing (Total)",vatable
TOTAL_723090,"Other maintenance and repair of personal transport equipment, n.e.c._____________ (Total)",vatable
TOTAL_723010,Tune-up (Total),vatable
TOTAL_723020,Engine overhaul (Total),vatable
TOTAL_723040,"Tire repair, tire change (Total)",vatable
TOTAL_724000,"Other services in respect of personal transport equipment (e.g., services for parking, toll facilities, driving lessons, tests, licences, etc.) (Total)",vatable
TOTAL_731000,Passenger transport by railway (Total),exempt
TOTAL_732111,Bus fare for point-to-point operation (Total),exempt
TOTAL_732112,Bus fare for multi-stop operation (Total),exempt
TOTAL_732120,Utility Vehicle (UV) express fare (Total),exempt
TOTAL_732201,Taxi fare (Total),exempt
TOTAL_732202,Transport Network Vehicle Service (TNVS) fare except motorcycle (Total),exempt
TOTAL_732203,Carpooling and ridesharing fare (Total),exempt
TOTAL_732204,Rental of vehicle with driver (Total),exempt
TOTAL_732300,Passenger transport for students to and from school (Total),exempt
TOTAL_732901,Jeepney fare (Total),exempt
TOTAL_732902,Tricycle fare (Total),exempt
TOTAL_732903,Pedicab fare (Total),exempt
TOTAL_732904,Animal-driven passenger transport fare (Total),exempt
TOTAL_732905,"Other TNVS fare (e.g., motorcycle, tricycle) (Total)",exempt
TOTAL_732909,"Other road passenger transport fare (e.g., habal-habal, etc.) (Total)",exempt
TOTAL_733100,Domestic air fare (Total),vatable
TOTAL_733200,International air fare (Total),exempt
TOTAL_734000,"Passenger transport by sea and inland waterway (e.g., fare for ship, boat, ferry, etc.) (Total)",vatable
TOTAL_735000,"Combined passenger transport (e.g., bus and RORO, etc.) (Total)",vatable
TOTAL_736000,"Other purchased transport services (e.g., porters, travel agent's commissions, left-luggage, etc.) (Total)",vatable
TOTAL_741100,"Letter handling services (e.g., Payment for new postage stamps and other pre-franked postal matte, Courier services for letters, etc.) (Total)",vatable
TOTAL_741200,Courier and parcel delivery services (Total),vatable
TOTAL_749100,"Removal (e.g., lipat bahay, etc.) and storage services (Total)",vatable
TOTAL_749210,Services of delivery of goods (Total),vatable
TOTAL_749220,Services of delivery of food for immediate consumption such as take-out meals (Total),vatable
TOTAL_813250,"Networking equipment (e.g., home wifi, pocket wifi, routers, etc.) (Total)",vatable
TOTAL_813260,"Consumable components (e.g., toner and ink cartridges, laser priter drums, printer ribbons, etc.) (Total)",vatable
TOTAL_813290,"Other peripheral equipment (e.g., keyboard, mouse, calculators including pocket calculators, web cameras, etc.) (Total)",vatable
TOTAL_815000,"Unrecorded recording media (e.g., external hard drives, USB flash drives, SD and microSD cards, CDs, DVDs, etc.) (Total)",vatable
TOTAL_819210,"Smartphone accessories and gadgets accessories (e.g., chargers, docking stations, batteries, power banks, cases, covers, cables, SIM cards, etc.) (Total)",vatable
TOTAL_819220,"Computer components (e.g., processors, internal hard drives and solid-state drives, memory, motherboards, DVD drives, etc.) (Total)",vatable
TOTAL_820000,Software excluding games (Total),vatable
TOTAL_831000,Fixed communication services (landline) (Total),vatable
TOTAL_832010,Post-paid subscription (Total),vatable
TOTAL_832020,Prepaid subscription (Total),vatable
TOTAL_833000,Internet access provision services and net storage services (Total),vatable
TOTAL_834000,"Bundled telecommunication services (e.g., telephone-Internet-TV packages or any combination of telecom packages) (Total)",vatable
TOTAL_835000,Repair and rental of information and communication equipment (Total),vatable
TOTAL_839210,Streaming services (film and music) (Total),vatable
TOTAL_839220,"Rental, download or subscription of CDs, video tapes, DVDs, Blu-ray discs, software (excluding game software) (Total)",vatable
TOTAL_839230,"Subscription to cable TV, satellite TV, IPTV, Pay-TV, and via decoder and rental of decoders (Total)",vatable
TOTAL_839250,Subscription to TV via decoder and rental of decoders (Total),vatable
TOTAL_839900,"Other information and communication services, n.e.c. (Total)",vatable
TOTAL_911200,"Accessories for photographic and cinematographic equipment (e.g., screens, lenses, filters and exposure meters, camera batteries and chargers, films, photo papers, etc.) (Total)",vatable
TOTAL_921100,"Video game softwares, electronic games, and game apps (for game consoles, computers, tablets, smartphones, download and on any media, including CD-ROMs, cartridges, DVDs, Blu-ray discs, flash drives, etc.) (Total)",vatable
TOTAL_921200,"Other games, toys and hobbies (e.g., traditional games, toys of all kinds, hobby-stamp-collecting requisites, items for collections, etc.) (Total)",vatable
TOTAL_921300,"Celebration articles (e.g., fireworks, Christmas trees, lanterns, lights and ornaments, holiday decorations, etc.) (Total)",vatable
TOTAL_922100,"Equipment for sport (e.g., balls, shuttlecocks, rackets, body building equipment, firearms and other weapons for hunting and protection, fishing rods, game specific footwear, etc.) (Total)",vatable
TOTAL_922200,"Equipment for camping and open-air recreation (e.g., inflatable boats/rafts, frisbee, tents, sleeping bags, headlamps, camping stove, etc.) (Total)",vatable
TOTAL_931100,"Garden products (e.g., peat, soil, fertilizers, turf for lawns, pots, etc.) (Total)",vatable
TOTAL_931200,"Plants, seeds and flowers (e.g., indoor/outdoor plants and flowers (natural or artificial), seeds, bulbs, tubers, shrubs, etc.) (Total)",vatable
TOTAL_932100,Purchase of pets (Total),vatable
TOTAL_932200,"Products for pets and other household animals (e.g., pet food, grooming products, etc.) (Total)",vatable
TOTAL_941000,Hire and repair of photographic and cinematographic equipment and optical instruments (Total),vatable
TOTAL_942000,"Hire, maintenance and repair of major durables for recreation (e.g., hire and repair of camper vans) (Total)",vatable
TOTAL_943000,"Hire and repair of video game consoles, toys and hobby articles (e.g., rental of game software and subscription to online games, etc.) (Total)",vatable
TOTAL_944000,"Hire and repair of equipment for sport, camping and open-air recreation (Total)",vatable
TOTAL_945000,"Veterinary and other services for pets (e.g., pet grooming, pet training, etc.) (Total)",vatable
TOTAL_946000,"Recreational and sporting services (e.g., amusement park, arcades, water parks and beaches, stadiums, courts, arenas, halls, aerobics, Zumba, admission tickets, etc.) (Total)",vatable
TOTAL_947000,"Games of chance (e.g., lotteries, bingo, sweepstakes, casino games, online games, etc.) (Total)",vatable
TOTAL_950000,"Cultural Goods [Audio-visual media (e.g., flash drives, blu-ray discs for reproduction of sound and picture material, audio-visual content purchased online for immediate downloading, etc.)] (Total)",vatable
TOTAL_961001,"Services provided live (Cinemas, theaters and opera houses) (Total)",vatable
TOTAL_961002,Services provided live (Concert and music venues) (Total),vatable
TOTAL_961009,Services provided live (Others) (Total),vatable
TOTAL_961021,"Services provided on-line (Cinemas, theaters and opera houses) (Total)",vatable
TOTAL_961022,Services provided on-line (Concert and music venues) (Total),vatable
TOTAL_961029,Services provided on-line (Others) (Total),vatable
TOTAL_971000,"Books (Educational and textbooks in printed or electronic copy, e-books, fiction and non-fiction books, children's books, religious books, etc.) (Total)",exempt
TOTAL_972000,"Newspapers and periodicals (newspapers, magazines, subscription for newspapers/magazines/periodicals, interner subscription for newspaper/magazine/periodical) (Total)",exempt
TOTAL_973000,"Miscellaneous printed matter (catalogues, posters, etc.) (Total)",vatable
TOTAL_974000,"Stationery and drawing materials (writing pads, notebooks, bond paper, crayons, paper cutter, scissors, etc.) (Total)",vatable
TOTAL_980001,Half-day and one-day tour (Total),vatable
TOTAL_980002,More than one-day tour (Total),vatable
TOTAL_990000,"Independent Traveler (total expenditure on varieties of tourism products and services such as transport, accommodation, food services, recreation, etc.) (Total)",vatable
TOTAL_1010121,School-based tuition fees - Private early childhood educational development programs (Total),exempt
TOTAL_1010141,"School-based tuition fees - Private early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010144,School-based tuition fees - Private early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010161,School-based tuition fees - Private pre-primary education programs (kindergarten) (Total),exempt
TOTAL_1010181,"School-based tuition fees - Private pre-primary education programs (kindergarten) for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010184,School-based tuition fees - Private pre-primary education programs (kindergarten) for learners with disability (Total),exempt
TOTAL_1010221,School-based tuition fees - Private primary education services (Total),exempt
TOTAL_1010241,"School-based tuition fees - Private primary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010244,School-based tuition fees - Private primary education services for learners with disability (Total),exempt
TOTAL_1020121,School-based tuition fees - Private lower secondary general education services (Total),exempt
TOTAL_1020141,"School-based tuition fees - Private lower secondary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1020144,School-based tuition fees - Private lower secondary education services for learners with disability (Total),exempt
TOTAL_1020321,School-based tuition fees - Private upper secondary general education services (Total),exempt
TOTAL_1020521,School-based tuition fees - Private upper secondary technical-vocational education programs services (Total),exempt
TOTAL_1030011,"School-based tuition fees - Public post-secondary non-tertiary education services (All Tesda-administered public schools, state universities and colleges, agricultural training institutes, etc.) (Total)",exempt
TOTAL_1030021,"School-based tuition fees - Private post-secondary non-tertiary education services (All Tesda accredited private schools and institutions e.g. UniTech Educational Institute, Inc., KIMLAR, etc.) (Total)",exempt
TOTAL_1030031,"School-based tuition fees - Public post-secondary non-tertiary services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1030033,School-based tuition fees - Public post-secondary non-tertiary services for learners with disability (Total),exempt
TOTAL_1030041,"School-based tuition fees - Private post-secondary non-tertiary services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1030043,School-based tuition fees - Private post-secondary non-tertiary services for learners with disability (Total),exempt
TOTAL_1040011,School-based tuition fees - Public short-cycle tertiary education services (Total),exempt
TOTAL_1040021,School-based tuition fees - Private short-cycle tertiary education services (Total),exempt
TOTAL_1040031,School-based tuition fees - Public bachelor level education services (Total),exempt
TOTAL_1040041,School-based tuition fees - Private bachelor level education services (Total),exempt
TOTAL_1040051,School-based tuition fees - Public master level education services (Total),exempt
TOTAL_1040061,School-based tuition fees - Private master level education services (Total),exempt
TOTAL_1040071,School-based tuition fees - Public doctoral level education services (Total),exempt
TOTAL_1040081,School-based tuition fees - Private doctoral level education services (Total),exempt
TOTAL_1050110,"Independent tutors (private lessons to support formal education), tutor centers, homework help centers, etc. (Total)",vatable
TOTAL_1050120,Online tutoring (Total),vatable
TOTAL_1050130,Exam preparation courses (Total),vatable
TOTAL_1050201,Review classes for professional and licensure examination (Total),vatable
TOTAL_1050900,Other education not defined by level (Total),vatable
TOTAL_1050301,Language proficiency classes (Total),vatable
TOTAL_1050401,Cultural educational program (Total),vatable
TOTAL_1050501,Sports and recreational program services (Total),vatable
TOTAL_1050600,Education support service program (Total),vatable
TOTAL_1050701,Short educational courses in classroom or online (not defined in 10.5.0) (Total),vatable
TOTAL_1010123,Home-based tuition fees - Private early childhood educational development programs (Total),exempt
TOTAL_1010143,"Home-based tuition fees - Private early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010145,Home-based tuition fees - Private early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010163,Home-based tuition fees - Private pre-primary education programs (kindergarten) (Total),exempt
TOTAL_1010183,"Home-based tuition fees - Private pre-primary education programs (kindergarten) for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010185,Home-based tuition fees - Private pre-primary education programs (kindergarten) for learners with disability (Total),exempt
TOTAL_1010223,Home-based tuition fees - Private primary education services (Total),exempt
TOTAL_1010243,"Home-based tuition fees - Private primary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010245,Home-based tuition fees - Private primary education services for learners with disability (Total),exempt
TOTAL_1020123,Home-based tuition fees - Private lower secondary general education services (Total),exempt
TOTAL_1020143,"Home-based tuition fees - Private lower secondary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1020145,Home-based tuition fees - Private lower secondary education services for learners with disability (Total),exempt
TOTAL_1020323,Home-based tuition fees - Private upper secondary general education services (Total),exempt
TOTAL_1020523,Home-based tuition fees - Private upper secondary technical-vocational education programs services (Total),exempt
TOTAL_1010112,Allowance - Public early childhood educational development programs (Total),exempt
TOTAL_1010122,Allowance - Private early childhood educational development programs (Total),exempt
TOTAL_1010132,"Allowance - Public early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010136,Allowance - Public early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010142,"Allowance - Private early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010146,Allowance - Private early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010152,Allowance - Public pre-primary education programs (kindergarten) (Total),exempt
